"eid","afid","affil","city","country","n_collab_unis","collab_unis","address","latitude","longitude"
"2-s2.0-105023287331","60024053","Università Cattolica del Sacro Cuore","Milan","Italy",2,"Università Bocconi | Università Cattolica del Sacro Cuore","Università Cattolica del Sacro Cuore, Milan, Italy",45.4618543,9.1770563
"2-s2.0-105023287331","60021796","Università Bocconi","Milan","Italy",2,"Università Bocconi | Università Cattolica del Sacro Cuore","Università Bocconi, Milan, Italy",45.4498836,9.1892636
"2-s2.0-105020584621","60023256","Politecnico di Milano","Milan","Italy",2,"Politecnico di Milano | Università Cattolica del Sacro Cuore","Politecnico di Milano, Milan, Italy",45.4790288,9.2322104
"2-s2.0-105020584621","60024053","Università Cattolica del Sacro Cuore","Milan","Italy",2,"Politecnico di Milano | Università Cattolica del Sacro Cuore","Università Cattolica del Sacro Cuore, Milan, Italy",45.4618543,9.1770563
"2-s2.0-105017807841","60023256","Politecnico di Milano","Milan","Italy",2,"Politecnico di Milano | Università Cattolica del Sacro Cuore","Politecnico di Milano, Milan, Italy",45.4790288,9.2322104
"2-s2.0-105017807841","60024053","Università Cattolica del Sacro Cuore","Milan","Italy",2,"Politecnico di Milano | Università Cattolica del Sacro Cuore","Università Cattolica del Sacro Cuore, Milan, Italy",45.4618543,9.1770563
"2-s2.0-105013199553","60023256","Politecnico di Milano","Milan","Italy",2,"Politecnico di Milano | Università Bocconi","Politecnico di Milano, Milan, Italy",45.4790288,9.2322104
"2-s2.0-105013199553","60021796","Università Bocconi","Milan","Italy",2,"Politecnico di Milano | Università Bocconi","Università Bocconi, Milan, Italy",45.4498836,9.1892636
"2-s2.0-105010270567","60023256","Politecnico di Milano","Milan","Italy",2,"Politecnico di Milano | Università Bocconi","Politecnico di Milano, Milan, Italy",45.4790288,9.2322104
"2-s2.0-105010270567","60021796","Università Bocconi","Milan","Italy",2,"Politecnico di Milano | Università Bocconi","Università Bocconi, Milan, Italy",45.4498836,9.1892636
"2-s2.0-105001077132","60024053","Università Cattolica del Sacro Cuore","Milan","Italy",2,"Università Bocconi | Università Cattolica del Sacro Cuore","Università Cattolica del Sacro Cuore, Milan, Italy",45.4618543,9.1770563
"2-s2.0-105001077132","60021796","Università Bocconi","Milan","Italy",2,"Università Bocconi | Università Cattolica del Sacro Cuore","Università Bocconi, Milan, Italy",45.4498836,9.1892636
"2-s2.0-85211316460","60023256","Politecnico di Milano","Milan","Italy",2,"Politecnico di Milano | Università Bocconi","Politecnico di Milano, Milan, Italy",45.4790288,9.2322104
"2-s2.0-85211316460","60021796","Università Bocconi","Milan","Italy",2,"Politecnico di Milano | Università Bocconi","Università Bocconi, Milan, Italy",45.4498836,9.1892636
"2-s2.0-85209800761","60024053","Università Cattolica del Sacro Cuore","Milan","Italy",2,"Università Bocconi | Università Cattolica del Sacro Cuore","Università Cattolica del Sacro Cuore, Milan, Italy",45.4618543,9.1770563
"2-s2.0-85209800761","60021796","Università Bocconi","Milan","Italy",2,"Università Bocconi | Università Cattolica del Sacro Cuore","Università Bocconi, Milan, Italy",45.4498836,9.1892636
"2-s2.0-85205575437","60023256","Politecnico di Milano","Milan","Italy",2,"Politecnico di Milano | Università Bocconi","Politecnico di Milano, Milan, Italy",45.4790288,9.2322104
"2-s2.0-85205575437","60021796","Università Bocconi","Milan","Italy",2,"Politecnico di Milano | Università Bocconi","Università Bocconi, Milan, Italy",45.4498836,9.1892636
"2-s2.0-85204243493","60024053","Università Cattolica del Sacro Cuore","Milan","Italy",2,"Università Bocconi | Università Cattolica del Sacro Cuore","Università Cattolica del Sacro Cuore, Milan, Italy",45.4618543,9.1770563
"2-s2.0-85204243493","60021796","Università Bocconi","Milan","Italy",2,"Università Bocconi | Università Cattolica del Sacro Cuore","Università Bocconi, Milan, Italy",45.4498836,9.1892636
"2-s2.0-85185518426","60023256","Politecnico di Milano","Milan","Italy",2,"Politecnico di Milano | Università Bocconi","Politecnico di Milano, Milan, Italy",45.4790288,9.2322104
"2-s2.0-85185518426","60021796","Università Bocconi","Milan","Italy",2,"Politecnico di Milano | Università Bocconi","Università Bocconi, Milan, Italy",45.4498836,9.1892636
"2-s2.0-85179307289","60024053","Università Cattolica del Sacro Cuore","Milan","Italy",2,"Università Bocconi | Università Cattolica del Sacro Cuore","Università Cattolica del Sacro Cuore, Milan, Italy",45.4618543,9.1770563
"2-s2.0-85179307289","60021796","Università Bocconi","Milan","Italy",2,"Università Bocconi | Università Cattolica del Sacro Cuore","Università Bocconi, Milan, Italy",45.4498836,9.1892636
"2-s2.0-85208532762","60023256","Politecnico di Milano","Milan","Italy",2,"Politecnico di Milano | Università Bocconi","Politecnico di Milano, Milan, Italy",45.4790288,9.2322104
"2-s2.0-85208532762","60021796","Università Bocconi","Milan","Italy",2,"Politecnico di Milano | Università Bocconi","Università Bocconi, Milan, Italy",45.4498836,9.1892636
"2-s2.0-85213472240","60024053","Università Cattolica del Sacro Cuore","Milan","Italy",2,"Università Bocconi | Università Cattolica del Sacro Cuore","Università Cattolica del Sacro Cuore, Milan, Italy",45.4618543,9.1770563
"2-s2.0-85213472240","60021796","Università Bocconi","Milan","Italy",2,"Università Bocconi | Università Cattolica del Sacro Cuore","Università Bocconi, Milan, Italy",45.4498836,9.1892636
"2-s2.0-85204370155","60023256","Politecnico di Milano","Milan","Italy",2,"Politecnico di Milano | Università Bocconi","Politecnico di Milano, Milan, Italy",45.4790288,9.2322104
"2-s2.0-85204370155","60021796","Università Bocconi","Milan","Italy",2,"Politecnico di Milano | Università Bocconi","Università Bocconi, Milan, Italy",45.4498836,9.1892636
"2-s2.0-85198232033","60023256","Politecnico di Milano","Milan","Italy",2,"Politecnico di Milano | Università Cattolica del Sacro Cuore","Politecnico di Milano, Milan, Italy",45.4790288,9.2322104
"2-s2.0-85198232033","60024053","Università Cattolica del Sacro Cuore","Milan","Italy",2,"Politecnico di Milano | Università Cattolica del Sacro Cuore","Università Cattolica del Sacro Cuore, Milan, Italy",45.4618543,9.1770563
"2-s2.0-85197585411","60023256","Politecnico di Milano","Milan","Italy",2,"Politecnico di Milano | Università Bocconi","Politecnico di Milano, Milan, Italy",45.4790288,9.2322104
"2-s2.0-85197585411","60021796","Università Bocconi","Milan","Italy",2,"Politecnico di Milano | Università Bocconi","Università Bocconi, Milan, Italy",45.4498836,9.1892636
"2-s2.0-85190703224","60023256","Politecnico di Milano","Milan","Italy",2,"Politecnico di Milano | Università Bocconi","Politecnico di Milano, Milan, Italy",45.4790288,9.2322104
"2-s2.0-85190703224","60021796","Università Bocconi","Milan","Italy",2,"Politecnico di Milano | Università Bocconi","Università Bocconi, Milan, Italy",45.4498836,9.1892636
"2-s2.0-85188584386","60024053","Università Cattolica del Sacro Cuore","Milan","Italy",2,"Università Bocconi | Università Cattolica del Sacro Cuore","Università Cattolica del Sacro Cuore, Milan, Italy",45.4618543,9.1770563
"2-s2.0-85188584386","60021796","Università Bocconi","Milan","Italy",2,"Università Bocconi | Università Cattolica del Sacro Cuore","Università Bocconi, Milan, Italy",45.4498836,9.1892636
"2-s2.0-85178477392","60023256","Politecnico di Milano","Milan","Italy",2,"Politecnico di Milano | Università Cattolica del Sacro Cuore","Politecnico di Milano, Milan, Italy",45.4790288,9.2322104
"2-s2.0-85178477392","60024053","Università Cattolica del Sacro Cuore","Milan","Italy",2,"Politecnico di Milano | Università Cattolica del Sacro Cuore","Università Cattolica del Sacro Cuore, Milan, Italy",45.4618543,9.1770563
"2-s2.0-85202990653","60024053","Università Cattolica del Sacro Cuore","Milan","Italy",2,"Università Bocconi | Università Cattolica del Sacro Cuore","Università Cattolica del Sacro Cuore, Milan, Italy",45.4618543,9.1770563
"2-s2.0-85202990653","60021796","Università Bocconi","Milan","Italy",2,"Università Bocconi | Università Cattolica del Sacro Cuore","Università Bocconi, Milan, Italy",45.4498836,9.1892636
"2-s2.0-85202987726","60024053","Università Cattolica del Sacro Cuore","Milan","Italy",2,"Università Bocconi | Università Cattolica del Sacro Cuore","Università Cattolica del Sacro Cuore, Milan, Italy",45.4618543,9.1770563
"2-s2.0-85202987726","60021796","Università Bocconi","Milan","Italy",2,"Università Bocconi | Università Cattolica del Sacro Cuore","Università Bocconi, Milan, Italy",45.4498836,9.1892636
"2-s2.0-85190119989","60023256","Politecnico di Milano","Milan","Italy",2,"Politecnico di Milano | Università Bocconi","Politecnico di Milano, Milan, Italy",45.4790288,9.2322104
"2-s2.0-85190119989","60021796","Università Bocconi","Milan","Italy",2,"Politecnico di Milano | Università Bocconi","Università Bocconi, Milan, Italy",45.4498836,9.1892636
"2-s2.0-85195617354","60023256","Politecnico di Milano","Milan","Italy",2,"Politecnico di Milano | Università Bocconi","Politecnico di Milano, Milan, Italy",45.4790288,9.2322104
"2-s2.0-85195617354","60021796","Università Bocconi","Milan","Italy",2,"Politecnico di Milano | Università Bocconi","Università Bocconi, Milan, Italy",45.4498836,9.1892636
"2-s2.0-85192275710","60023256","Politecnico di Milano","Milan","Italy",2,"Politecnico di Milano | Università Bocconi","Politecnico di Milano, Milan, Italy",45.4790288,9.2322104
"2-s2.0-85192275710","60021796","Università Bocconi","Milan","Italy",2,"Politecnico di Milano | Università Bocconi","Università Bocconi, Milan, Italy",45.4498836,9.1892636
"2-s2.0-85191659397","60023256","Politecnico di Milano","Milan","Italy",2,"Politecnico di Milano | Università Bocconi","Politecnico di Milano, Milan, Italy",45.4790288,9.2322104
"2-s2.0-85191659397","60021796","Università Bocconi","Milan","Italy",2,"Politecnico di Milano | Università Bocconi","Università Bocconi, Milan, Italy",45.4498836,9.1892636
"2-s2.0-85186637229","60023256","Politecnico di Milano","Milan","Italy",2,"Politecnico di Milano | Università Cattolica del Sacro Cuore","Politecnico di Milano, Milan, Italy",45.4790288,9.2322104
"2-s2.0-85186637229","60024053","Università Cattolica del Sacro Cuore","Milan","Italy",2,"Politecnico di Milano | Università Cattolica del Sacro Cuore","Università Cattolica del Sacro Cuore, Milan, Italy",45.4618543,9.1770563
"2-s2.0-85185950924","60024053","Università Cattolica del Sacro Cuore","Milan","Italy",2,"Università Bocconi | Università Cattolica del Sacro Cuore","Università Cattolica del Sacro Cuore, Milan, Italy",45.4618543,9.1770563
"2-s2.0-85185950924","60021796","Università Bocconi","Milan","Italy",2,"Università Bocconi | Università Cattolica del Sacro Cuore","Università Bocconi, Milan, Italy",45.4498836,9.1892636
"2-s2.0-85215542019","60023256","Politecnico di Milano","Milan","Italy",2,"Politecnico di Milano | Università Cattolica del Sacro Cuore","Politecnico di Milano, Milan, Italy",45.4790288,9.2322104
"2-s2.0-85215542019","60024053","Università Cattolica del Sacro Cuore","Milan","Italy",2,"Politecnico di Milano | Università Cattolica del Sacro Cuore","Università Cattolica del Sacro Cuore, Milan, Italy",45.4618543,9.1770563
"2-s2.0-85214995659","60023256","Politecnico di Milano","Milan","Italy",2,"Politecnico di Milano | Università Cattolica del Sacro Cuore","Politecnico di Milano, Milan, Italy",45.4790288,9.2322104
"2-s2.0-85214995659","60024053","Università Cattolica del Sacro Cuore","Milan","Italy",2,"Politecnico di Milano | Università Cattolica del Sacro Cuore","Università Cattolica del Sacro Cuore, Milan, Italy",45.4618543,9.1770563
"2-s2.0-85210879571","60023256","Politecnico di Milano","Milan","Italy",2,"Politecnico di Milano | Università Cattolica del Sacro Cuore","Politecnico di Milano, Milan, Italy",45.4790288,9.2322104
"2-s2.0-85210879571","60024053","Università Cattolica del Sacro Cuore","Milan","Italy",2,"Politecnico di Milano | Università Cattolica del Sacro Cuore","Università Cattolica del Sacro Cuore, Milan, Italy",45.4618543,9.1770563
"2-s2.0-85203789156","60023256","Politecnico di Milano","Milan","Italy",2,"Politecnico di Milano | Università Bocconi","Politecnico di Milano, Milan, Italy",45.4790288,9.2322104
"2-s2.0-85203789156","60021796","Università Bocconi","Milan","Italy",2,"Politecnico di Milano | Università Bocconi","Università Bocconi, Milan, Italy",45.4498836,9.1892636
"2-s2.0-85200999874","60023256","Politecnico di Milano","Milan","Italy",2,"Politecnico di Milano | Università Cattolica del Sacro Cuore","Politecnico di Milano, Milan, Italy",45.4790288,9.2322104
"2-s2.0-85200999874","60024053","Università Cattolica del Sacro Cuore","Milan","Italy",2,"Politecnico di Milano | Università Cattolica del Sacro Cuore","Università Cattolica del Sacro Cuore, Milan, Italy",45.4618543,9.1770563
"2-s2.0-85200978138","60023256","Politecnico di Milano","Milan","Italy",2,"Politecnico di Milano | Università Cattolica del Sacro Cuore","Politecnico di Milano, Milan, Italy",45.4790288,9.2322104
"2-s2.0-85200978138","60024053","Università Cattolica del Sacro Cuore","Milan","Italy",2,"Politecnico di Milano | Università Cattolica del Sacro Cuore","Università Cattolica del Sacro Cuore, Milan, Italy",45.4618543,9.1770563
"2-s2.0-85200008171","60023256","Politecnico di Milano","Milan","Italy",2,"Politecnico di Milano | Università Bocconi","Politecnico di Milano, Milan, Italy",45.4790288,9.2322104
"2-s2.0-85200008171","60021796","Università Bocconi","Milan","Italy",2,"Politecnico di Milano | Università Bocconi","Università Bocconi, Milan, Italy",45.4498836,9.1892636
"2-s2.0-85191282884","60023256","Politecnico di Milano","Milan","Italy",2,"Politecnico di Milano | Università Bocconi","Politecnico di Milano, Milan, Italy",45.4790288,9.2322104
"2-s2.0-85191282884","60021796","Università Bocconi","Milan","Italy",2,"Politecnico di Milano | Università Bocconi","Università Bocconi, Milan, Italy",45.4498836,9.1892636
"2-s2.0-85189244206","60024053","Università Cattolica del Sacro Cuore","Milan","Italy",2,"Università Bocconi | Università Cattolica del Sacro Cuore","Università Cattolica del Sacro Cuore, Milan, Italy",45.4618543,9.1770563
